text,first_label,second_label
"I recently broke up with my girlfriend of 2 years. If one of my friends started dating her, that would mean that I have to see her again, and put myself in a very vulnerable place. It's not at all immature to want to distance yourself from someone in order to let yourself heal.",Rational Persuasion,Personal Disclosure
You can't really ask someone to change your view and place limitations on valid arguments they could use to change your view. That's not really playing on a level playing field.,Rational Persuasion,Logical Appeal
"I don't disagree with the facts, but the way you overinflated the content in a most deceptive manner, made me resent you more than Pao.",Manipulation,Negative Emotional Appeal
something tells me you have a very skewed outlook on these things; i'm guessing your parents didn't exactly have a great marriage. doesn't preclude others from having one though.,Manipulation,Negative Emotional Appeal
"Hang around near places where the spikes have been installed and invite the would-be inhabitants of the spiked areas home with you, in that case.",Manipulation,Othering
"I think comparing it with something emotionally facile like doubles tennis undermines the purpose of the question, which is a moral question of this specific circumstance. Cheating on your partner is not like playing with a new partner at doubles tennis.",Rational Persuasion,Logical Appeal
Yet there is no stigma associated with a 30-50 year old military recruiter or financier coercing a 17/18 year old into joining the military or taking out a bank loan. Where should the line be drawn when society wants to protect the inexperienced from being coerced by the experienced?,Rational Persuasion,Persuasive Inquiry
No the government doesn't have a moral mandate. In fact prisoners can't vote so they mean literally nothing to those in the government whose jobs are not secure.,Manipulation,Othering
"What illegal immigrants do is drive down wages. Legal immigrants do that too. We already have more workers than work, and even if these workers come with families, I'm sure that dynamic still stands.",Manipulation,Othering
"When you are a physician, the likelihood of you meeting and marrying another doctor will increase significantly.",Rational Persuasion,Logical Appeal
"Don't you find it ironic that you're defending a sub that is dedicated to discrediting, mocking, and stereotyping the men's rights movement when those exact things are you criticisms of e men's rights movement?",Manipulation,Negative Emotional Appeal
That you disagree is irrelevant. The imperative is there. I don't see how you can reconcile that with your view so easily.,Manipulation,Negative Emotional Appeal
Join the air force. You'll only have to worry about the A\C breaking in the billiards lounge.,Manipulation,Othering
Probably because you're not taking blame for the incest and abuse. You're clearly casting blame here!,Manipulation,Negative Emotional Appeal
"Books? Like words on a page? This is as ridiculous as saying speech will be an outdated method of communication because e-mailing is better. Yeah there are pros and cons of both, books aren't and won't be outdated.",Manipulation,Negative Emotional Appeal
"Ice cream flavors aren't a good analogy because they aren't divisive. Your favorite ice cream flavor is not an immutable component of your identity. Try religion. ""Christianity is the best religion in the world."" Now see how your Muslim neighbor feels about that (and you).",Rational Persuasion,Logical Appeal
You need to fire your accountant if they told you that being in a higher tax bracket will mean less money overall due to taxes.,Manipulation,Others
"You're also probably going to have to do better than ""we can only talk about the biggest problems in the world and criticism of smaller issues is pointless.""",Rational Persuasion,Others
"If you think that the trauma experienced by rape victims is partly due to societal pressures, then how do you account for similar reactions across cultures - for example in Asia, and Africa. Don't you think that this implies that rape is inherently traumatizing?",Rational Persuasion,Persuasive Inquiry
What are you talking about? The atheists or Hindus or whatever who celebrate Christmas are not attempting to celebrate the birth of your savior. They are celebrating the day when everyone gets together with a Christmas tree and exchanges presents.,Rational Persuasion,Logical Appeal
